#HydraHarp 400  Histogram Data			07/09/2021 04:48:03 PM
#channels per curve
65536
#display curve no.
0	1	2	3	4	5	6	7	
#memory block no.
0	4	8	12	16	20	24	28	
#ns/bin
0.0040	0.0040	0.0040	0.0040	0.1280	0.1280	0.1280	0.1280	
#counts
9	3	28	17	162	48	212	185	
6	4	28	19	202	71	263	211	
2	5	20	15	83	35	106	106	
1	3	25	25	44	9	48	40	
0	0	25	23	13	6	15	19	
0	2	18	17	5	1	7	7	
1	0	25	18	2	2	3	1	
0	0	25	22	3	0	1	2	
0	0	23	17	1	0	0	3	
0	1	15	21	0	0	2	0	
0	0	22	9	0	0	0	0	
0	0	18	11	0	0	1	0	
0	0	18	16	0	0	0	0	
0	0	18	15	0	0	2	0	
0	0	17	15	0	0	1	1	
0	0	9	11	0	2	1	1	
0	0	13	10	0	0	1	0	
0	0	12	9	0	0	1	0	
0	0	19	19	0	0	0	0	
0	0	13	13	0	0	0	0	
0	0	13	16	0	0	0	0	
0	0	11	12	0	0	0	1	
0	0	9	8	1	0	0	0	
0	0	6	4	0	0	0	0	
0	0	12	12	0	0	0	0	
0	0	7	9	0	0	0	0	
0	0	20	7	0	0	0	0	
0	0	5	5	0	0	0	0	
0	0	8	13	0	0	0	0	
0	0	16	7	0	0	0	2	
0	0	4	9	0	0	0	1	
0	0	6	8	0	0	0	0	
0	0	9	5	0	0	0	0	
0	1	9	6	1	0	0	0	
0	0	13	8	0	0	0	0	
0	0	6	10	0	0	0	0	
0	0	4	8	0	0	0	0	
0	0	9	7	0	0	0	0	
0	0	9	13	0	0	0	0	
0	0	7	7	0	0	0	0	
0	0	6	9	0	0	0	0	
0	0	11	7	0	0	0	0	
0	0	10	8	0	0	0	0	
0	0	4	5	0	0	0	0	
0	0	7	5	0	0	0	0	
0	0	9	10	0	0	0	0	
0	0	5	7	0	0	0	0	
0	0	6	4	0	0	0	0	
0	0	6	9	0	0	0	0	
0	0	4	5	0	1	0	0	
0	0	9	8	0	0	0	0	
0	0	5	7	0	0	0	0	
0	0	5	7	0	0	0	0	
0	0	4	5	0	0	1	0	
0	0	6	4	0	0	0	0	
0	0	8	3	0	0	0	0	
0	0	4	4	0	0	0	0	
0	0	3	7	0	0	0	0	
0	0	1	5	0	0	0	0	
0	0	6	6	0	0	0	0	
0	0	6	3	0	0	0	0	
0	0	6	3	0	0	0	1	
0	0	5	5	0	0	0	0	
0	0	6	7	0	0	0	0	
0	0	4	3	1	1	0	0	
0	0	10	6	0	0	0	0	
0	0	3	3	0	0	1	1	
0	0	1	4	0	1	0	0	
0	0	2	0	0	0	0	1	
0	0	5	9	0	0	0	0	
0	0	2	6	0	0	0	0	
0	0	7	6	0	0	0	0	
0	0	3	4	0	0	0	0	
0	0	0	2	0	0	0	1	
0	0	5	8	0	0	0	0	
0	0	4	0	0	0	0	0	
0	0	3	3	0	0	1	0	
0	0	0	4	0	0	0	0	
0	0	4	3	0	0	0	0	
0	0	4	0	0	0	1	1	
0	0	2	2	1	0	0	1	
0	0	3	5	1	0	0	1	
0	0	5	2	1	0	0	3	
0	0	3	1	0	0	2	1	
0	0	2	1	0	0	0	1	
0	0	2	3	0	0	0	0	
0	1	4	4	0	1	0	0	
0	0	3	4	1	0	0	1	
0	0	1	2	1	0	0	1	
0	0	1	0	1	2	1	4	
0	0	1	3	2	0	4	4	
0	0	3	2	6	2	8	7	
0	0	5	4	8	2	17	20	
0	0	3	1	23	9	23	18	
0	0	2	2	58	19	70	69	
0	0	2	3	141	31	135	138	
0	0	0	1	235	77	260	226	
0	0	1	2	147	40	127	134	
0	0	0	3	55	16	70	48	
0	0	1	2	13	7	32	18	
0	0	1	0	6	6	8	13	
0	0	4	2	7	3	2	5	
0	0	1	1	0	1	1	7	
0	0	0	1	0	0	0	1	
0	0	1	4	0	0	0	0	
0	0	1	2	0	0	0	1	
0	0	1	4	0	1	0	1	
0	0	1	0	0	0	0	0	
0	0	1	3	0	0	0	0	
1	0	1	1	0	0	0	0	
0	0	4	1	0	0	1	0	
0	0	1	2	0	0	0	0	
0	0	3	5	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	4	2	0	1	0	1	
0	0	1	3	1	0	0	0	
0	0	2	0	0	0	0	1	
0	0	5	1	0	0	0	0	
0	0	2	2	0	0	1	0	
0	0	2	1	0	0	0	1	
0	0	0	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	2	1	0	0	0	1	
0	0	1	1	0	0	0	0	
1	0	0	2	0	0	0	0	
0	0	0	2	1	0	0	0	
0	1	1	2	0	0	1	0	
0	0	2	1	0	1	0	1	
0	0	2	1	0	0	0	0	
0	0	2	0	0	0	0	0	
1	0	0	3	0	0	1	0	
0	0	1	1	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	1	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	2	3	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	0	0	0	0	1	
0	0	0	1	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	2	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	1	
0	0	1	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	1	0	2	0	0	
0	0	1	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	2	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	1	0	
0	0	1	0	0	0	0	0	
1	0	0	1	1	0	1	1	
0	0	1	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	2	0	0	0	0	0	
0	0	1	1	0	0	1	0	
1	0	2	0	0	0	0	0	
0	0	3	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	1	0	
0	1	0	0	1	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	0	2	0	0	0	
0	0	0	1	0	0	1	0	
0	0	0	1	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	1	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	1	0	
0	0	0	0	1	0	0	1	
0	1	1	0	1	2	3	1	
0	0	0	0	5	4	7	6	
0	0	0	0	7	5	14	7	
0	0	0	0	16	6	15	16	
0	0	0	0	43	12	45	42	
0	0	1	0	100	37	122	107	
0	0	0	0	206	66	249	199	
0	0	1	0	171	48	182	166	
0	0	0	0	71	29	69	60	
0	0	0	0	14	7	34	29	
0	0	0	2	14	5	17	13	
0	0	2	0	10	2	0	9	
0	0	0	0	4	1	3	3	
0	0	0	1	1	0	2	1	
0	0	0	0	1	0	2	1	
0	0	2	0	1	1	1	0	
0	0	0	0	0	1	1	1	
0	0	0	0	0	1	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	1	0	2	2	
0	0	2	0	0	0	1	0	
0	0	1	0	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	1	0	
0	0	1	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
1	0	0	0	0	1	0	0	
0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	0	0	0	1	1	
0	0	0	1	0	0	0	2	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	1	
0	0	1	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	1	2	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	4	3	0	0	0	0	
0	0	5	5	0	0	0	0	
0	0	12	10	0	0	0	0	
0	0	6	7	0	0	0	0	
0	0	8	10	0	0	0	0	
0	0	11	11	0	1	0	0	
0	0	9	11	0	0	0	0	
0	0	13	14	0	0	0	0	
0	0	12	8	0	0	0	0	
0	0	19	9	0	0	0	0	
0	0	9	11	0	0	0	0	
0	0	16	4	0	0	0	0	
0	0	9	13	0	1	0	0	
0	0	14	5	0	0	0	1	
0	0	15	13	0	0	0	2	
0	0	8	10	0	0	2	0	
0	0	7	11	0	0	0	0	
0	0	16	12	0	0	1	0	
0	0	10	7	0	0	0	1	
0	0	5	9	0	0	0	0	
0	0	11	5	0	0	0	0	
0	0	13	8	0	0	0	0	
0	0	8	11	0	0	0	0	
0	0	4	12	0	0	0	0	
0	0	8	5	0	0	0	0	
0	0	4	11	0	0	0	0	
0	1	6	5	1	0	0	0	
0	1	9	4	0	0	1	0	
2	5	3	8	0	0	0	0	
4	4	5	8	0	0	0	1	
5	14	9	5	1	1	3	1	
12	16	2	4	1	1	0	2	
29	51	6	4	0	0	0	2	
59	87	3	3	0	0	0	0	
76	124	2	0	0	0	0	0	
124	195	6	4	0	0	1	0	
209	213	9	7	0	0	0	0	
215	257	6	6	2	1	1	0	
268	306	7	4	0	0	3	1	
286	263	3	3	2	2	5	5	
255	273	5	5	4	2	6	7	
188	197	5	2	11	2	13	13	
175	179	6	0	23	7	25	30	
112	110	2	5	69	25	82	68	
94	67	2	8	158	46	205	167	
50	39	3	2	202	73	241	177	
35	30	6	5	95	24	85	89	
10	9	1	2	37	16	41	33	
8	6	0	7	17	3	19	24	
8	4	3	2	5	2	8	3	
0	3	1	3	2	0	5	3	
0	2	5	4	2	0	1	0	
2	1	2	2	0	0	2	1	
0	0	0	0	0	0	1	0	
0	0	0	1	0	0	0	0	
0	0	3	2	0	0	1	1	
0	0	3	2	0	0	1	0	
0	0	3	2	0	1	0	1	
0	0	4	1	0	0	0	0	
0	0	3	1	0	0	0	0	
0	0	1	1	1	1	0	0	
0	0	3	2	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	1	0	1	0	
0	0	0	1	1	0	1	1	
0	0	0	3	0	1	0	1	
0	0	4	1	0	0	1	0	
0	0	1	1	0	0	0	0	
0	0	4	1	0	0	0	0	
0	0	5	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	0	3	0	0	0	0	
0	0	3	0	0	0	0	0	
0	0	2	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	2	2	0	0	0	1	
0	0	0	2	0	0	1	0	
0	0	2	2	0	0	0	0	
0	0	0	2	0	0	0	0	
0	1	0	1	0	1	0	1	
0	0	2	1	0	0	1	0	
0	0	0	4	0	0	0	0	
0	0	2	0	0	0	0	1	
0	0	1	2	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	0	2	0	0	0	1	
0	0	1	3	0	0	0	0	
0	0	5	2	0	0	1	0	
0	0	1	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	3	1	0	0	0	0	
0	0	0	3	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	2	3	0	0	0	0	
0	0	2	0	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	3	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	4	1	0	1	0	
0	0	2	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	1	1	0	0	0	1	
0	0	1	1	0	0	0	1	
0	0	1	1	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	1	0	0	1	0	
0	0	1	1	0	0	0	1	
0	0	2	2	1	0	1	0	
0	0	4	3	1	0	1	0	
0	0	3	3	0	1	0	0	
0	0	2	1	0	0	2	1	
0	0	1	2	0	0	0	0	
0	0	2	0	0	0	0	0	
0	0	3	1	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	3	2	0	0	0	0	
0	0	2	1	0	0	0	0	
0	0	3	0	0	0	1	1	
0	0	0	1	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	3	2	1	0	0	2	
0	0	0	0	1	0	0	0	
0	0	0	2	0	1	1	2	
0	0	1	1	0	0	1	1	
0	0	0	0	0	0	0	2	
0	0	1	3	0	0	0	2	
0	0	1	2	1	0	0	0	
0	0	4	2	2	0	1	1	
0	0	2	4	0	0	1	0	
0	0	2	1	2	0	0	0	
0	0	0	1	3	0	4	4	
0	0	2	0	8	3	7	8	
0	0	3	0	11	2	8	16	
0	0	1	1	13	9	30	24	
0	0	0	2	54	12	74	55	
0	0	1	3	157	38	151	144	
0	0	0	3	230	76	261	198	
0	0	0	1	121	34	111	128	
0	0	2	2	51	8	54	52	
0	0	1	1	18	6	17	23	
0	0	0	3	14	2	13	8	
0	0	5	1	1	1	4	4	
0	0	3	0	2	0	2	6	
0	0	0	1	0	0	1	0	
0	0	0	3	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	2	0	0	1	1	
0	0	1	1	0	0	1	3	
0	0	1	1	1	1	0	0	
0	0	0	2	1	0	0	3	
0	0	0	0	0	0	0	1	
0	0	2	0	0	0	0	1	
0	0	2	0	1	0	0	0	
1	0	1	5	1	0	1	2	
0	0	3	0	1	0	0	0	
0	0	1	1	0	0	0	0	
0	0	1	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	2	2	0	0	0	0	
0	0	0	3	0	0	0	0	
0	0	0	3	0	0	1	0	
0	0	0	3	0	0	1	0	
0	0	1	1	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	2	0	0	1	0	0	
0	0	0	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	2	1	0	0	0	0	
0	0	2	5	0	0	0	0	
0	0	0	4	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	2	0	0	0	0	
0	0	1	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	3	0	0	0	0	
1	0	0	1	0	0	0	0	
0	0	0	1	0	0	0	0	
0	2	0	0	0	0	0	0	
1	2	0	0	0	0	0	0	
0	1	0	1	0	0	0	0	
2	0	0	1	0	0	0	0	
3	4	0	0	0	0	0	0	
1	7	1	1	0	0	0	0	
4	13	1	0	0	0	0	0	
7	11	0	0	0	0	0	0	
10	14	0	2	0	0	1	0	
9	8	0	2	0	0	0	0	
9	17	0	0	1	0	1	0	
8	8	0	0	0	0	0	0	
7	10	0	0	0	0	2	0	
3	6	0	1	1	0	0	1	
2	2	0	0	0	0	0	0	
1	1	1	0	1	0	0	0	
0	3	0	0	0	0	1	1	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	1	
0	0	0	0	0	0	2	2	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	2	1	0	0	0	
1	1	0	0	0	0	1	0	
0	1	0	1	0	1	0	1	
1	0	1	0	2	0	0	4	
0	2	0	0	3	4	6	6	
2	4	0	1	9	2	17	10	
1	3	0	0	14	3	20	16	
4	4	1	0	49	11	46	45	
2	4	0	0	111	26	111	118	
3	3	0	0	215	79	230	219	
2	2	2	2	192	43	171	169	
1	3	0	0	48	14	67	78	
2	1	1	1	20	13	33	32	
1	1	0	2	16	5	9	17	
0	0	0	0	6	2	5	7	
0	0	0	0	1	3	1	2	
0	1	0	2	1	0	1	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	2	0	0	0	2	
0	0	0	1	1	0	2	1	
0	0	0	0	1	0	0	1	
0	0	1	1	0	0	0	2	
0	0	0	1	0	0	1	1	
0	0	0	0	0	0	1	1	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	2	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	1	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	1	0	1	0	1	0	
0	0	0	0	0	0	1	0	
0	0	0	2	0	0	0	0	
0	0	0	0	1	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	3	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	1	
0	0	0	1	0	0	0	0	
0	1	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	4	0	0	0	0	0	1	
0	4	0	1	0	0	0	0	
2	5	0	1	0	0	0	0	
3	6	0	0	0	0	0	0	
7	14	0	1	0	0	0	0	
10	9	0	1	0	0	0	0	
7	21	0	0	0	0	0	0	
13	7	0	0	0	0	0	0	
7	6	0	0	0	0	0	0	
4	11	0	0	0	0	0	0	
5	10	0	0	0	0	0	0	
2	4	1	0	0	0	0	0	
4	0	0	0	0	0	0	0	
2	1	0	0	1	0	0	0	
2	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	1	1	0	0	0	0	0	
0	1	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	1	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	3	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	2	0	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0	1	0	1	0	
0	0	1	0	0	0	0	3	
0	0	0	0	0	0	0	1	
0	0	0	0	0	1	1	0	
0	0	0	0	1	1	0	1	
0	0	0	0	1	1	0	1	
0	0	0	0	0	0	0	2	
0	0	1	0	1	0	1	1	
0	0	0	0	2	1	2	5	
0	0	0	0	5	4	8	12	
0	0	0	0	9	4	16	24	
0	0	0	0	34	8	33	49	
0	0	0	0	81	34	90	89	
0	0	0	0	197	62	244	211	
0	0	0	0	229	59	232	212	
0	0	0	0	98	22	97	104	
0	1	0	0	37	11	39	49	
0	1	0	0	9	3	18	14	
0	5	0	0	5	4	6	11	
0	16	0	0	2	1	4	3	
0	20	0	0	1	0	1	2	
0	25	0	0	1	0	1	2	
0	28	0	0	0	0	0	0	
0	21	0	0	0	0	0	1	
0	30	0	0	0	0	0	1	
0	28	0	0	0	0	0	1	
0	8	0	0	1	0	1	1	
0	11	0	0	1	0	0	0	
0	11	1	0	2	0	2	1	
0	3	0	0	0	0	2	0	
0	3	0	0	0	0	1	0	
0	2	0	0	0	0	1	1	
0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	1	
0	0	1	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	1	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	1	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	1	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
1	0	0	0	0	1	0	0	
0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	1	0	0	0	1	0	
0	0	0	0	0	1	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	
0	0	0	1	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	1	2	
0	0	1	0	0	0	1	0	
0	0	0	0	1	0	1	1	
0	0	0	0	0	0	0	3	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	1	2	
0	0	0	0	0	0	2	0	
0	0	0	0	3	1	4	2	
1	0	0	0	6	2	5	5	
1	0	0	0	11	10	12	16	
0	1	0	0	31	13	33	24	
0	0	0	0	62	23	82	59	
0	0	0	0	164	55	165	155	
0	0	0	0	239	66	290	258	
0	0	0	0	136	28	132	137	
0	0	0	0	38	18	63	58	
1	0	0	1	14	6	31	19	
0	0	0	0	13	1	10	10	
0	0	0	0	5	0	7	2	
0	0	0	0	1	1	1	1	
0	0	0	0	3	0	1	2	
0	0	0	0	1	0	1	0	
0	0	0	0	0	0	0	0	
2	0	0	0	0	1	1	0	
0	2	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	1	
0	0	0	0	1	0	0	2	
2	2	0	0	0	0	1	1	
2	7	0	0	0	0	1	0	
3	2	0	0	0	0	0	0	
1	9	0	0	0	1	0	0	
8	17	0	0	0	0	0	0	
13	16	0	0	0	0	0	0	
16	28	0	0	0	0	0	0	
18	25	0	0	0	1	0	0	
15	14	0	0	0	0	1	0	
20	16	0	0	0	0	0	0	
17	17	0	0	0	0	0	0	
15	12	0	0	0	0	0	0	
14	5	0	0	0	0	0	0	
7	3	0	0	0	0	0	1	
3	1	1	0	1	0	0	0	
1	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	0	
0	1	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	1	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	2	0	1	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	0	
0	0	2	0	0	0	0	0	
0	0	0	2	0	0	0	0	
0	0	1	1	0	0	0	1	
0	0	2	1	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	2	1	0	0	0	0	
0	0	3	0	2	0	0	0	
0	0	0	1	0	0	0	2	
0	0	0	0	0	0	0	0	
0	0	4	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	2	0	0	0	0	1	
0	0	0	1	0	0	0	0	
0	0	1	0	0	0	0	1	
0	0	1	2	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	1	0	0	0	1	
0	0	0	1	0	0	0	0	
0	0	1	0	0	1	0	0	
0	0	2	0	0	0	0	0	
0	0	0	0	1	0	1	0	
0	0	0	1	1	1	0	0	
0	0	2	1	0	0	2	0	
0	0	0	0	0	0	0	5	
0	0	0	0	0	2	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	1	0	1	0	
0	1	0	1	2	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	1	1	2	1	
0	0	1	0	0	0	3	2	
0	0	0	0	9	2	7	4	
0	0	0	0	10	3	9	15	
0	0	0	1	25	6	27	25	
0	0	0	1	44	15	61	68	
0	0	1	0	136	39	150	113	
0	0	0	2	249	81	290	256	
0	0	1	0	158	58	214	212	
0	0	0	0	77	21	72	94	
0	0	1	0	30	11	33	34	
0	0	0	0	12	5	12	17	
0	0	0	0	11	4	11	10	
0	0	0	0	1	2	5	6	
0	0	0	0	1	0	2	1	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	2	0	0	0	
0	0	0	1	1	0	1	2	
0	0	0	0	2	0	0	0	
0	0	1	0	1	0	1	1	
0	0	0	0	0	0	2	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	1	0	1	0	0	1	
0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	1	0	0	0	0	2	
0	0	0	0	0	0	1	0	
0	0	1	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	1	0	0	0	1	
0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	
