617	5474
618	5482
619	5455
620	5297
621	5273
622	5202
623	5422
624	5434
625	5590
626	5550
627	5285
628	5408
629	5367
630	5542
631	5529
632	5433
633	5165
634	5359
635	5356
636	5502
637	5647
638	5544
639	5471
640	5417
641	5505
642	5500
643	5506
644	5413
645	5363
646	5207
647	5356
648	5301
649	5542
650	5519
651	5424
652	5341
653	5335
654	5316
655	5262
656	5204
657	4978
658	5042
659	4864
660	5078
661	5129
662	5112
663	5050
664	4946
665	4785
666	4721
667	4637
668	4589
669	4394
670	4213
671	4088
672	3973
673	3906
674	3834
675	3701
676	3407
677	3233
678	2973
679	2736
680	2500
681	2283
682	2060
683	1960
684	1843
685	1839
686	1838
687	1967
688	2038
689	2236
690	2467
691	2655
692	2925
693	3123
694	3352
695	3672
696	3891
697	4148
698	4325
699	4667
700	4711
701	4849
702	4950
703	5017
704	5102
705	5216
706	5319
707	5507
708	5413
709	5488
710	5762
711	5752
712	5894
713	5980
714	5941
715	5937
716	5847
717	5936
718	5908
719	6221
720	6160
721	6317
722	6274
723	6318
724	6313
725	6325
726	6400
727	6253
728	6251
729	6069
730	6258
731	6328
732	6433
733	6553
734	6501
735	6368
736	6384
737	6514
738	6554
739	6555
740	6564
741	6447
742	6436
743	6516
744	6800
745	6714
746	6757
747	6700
748	6672
749	6713
750	6908
751	6962
752	6772
753	6538
754	6503
755	6657
756	6858
757	6941
758	7005
759	6866
760	6806
761	6860
762	6982
763	7135
764	7081
765	6911
766	6855
767	6916
768	6957
769	7083
770	7119
771	7121
772	7046
773	7087
774	7084
775	7317
776	7286
777	7094
778	6889
779	6819
780	6850
781	7227
782	7349
783	7367
784	7233
785	7131
786	7073
787	7253
788	7300
789	7234
790	7142
791	6990
792	7041
793	7162
794	7521
795	7396
796	7364
797	7214
798	7258
799	7251
800	7347
801	7312
802	7300
803	7130
804	7176
805	7170
806	7372
807	7465
808	7270
809	7289
810	7162
811	7234
812	7317
813	7420
814	7315
815	7170
816	7042
817	7129
818	7306
819	7268
820	7465
821	7191
822	7134
823	7072
824	7158
825	7298
826	7179
827	7138
828	7119
829	7003
830	6940
831	7061
832	7196
833	7001
834	7051
835	6913
836	7141
837	7207
838	7060
839	7038
840	7021
841	6968
842	7001
843	7121
844	7074
845	7115
846	7071
847	7135
848	7076
849	7074
850	7070
851	7023
852	7115
853	7024
854	7078
855	6972
856	7144
857	7128
858	7151
859	7162
860	7137
861	7074
862	7136
863	7053
864	7219
865	7110
866	7111
867	7190
868	7153
869	7186
870	7275
871	7418
872	7470
873	7506
874	7177
875	7298
876	7245
877	7467
878	7476
879	7372
880	7548
881	7417
882	7336
883	7617
884	7670
885	7709
886	7696
887	7598
888	7666
889	7646
890	7728
891	7646
892	7781
893	7745
894	7628
895	7810
896	7877
897	8011
898	8041
899	7970
900	7677
901	7927
902	8038
903	7925
904	7959
905	7958
906	7922
907	7825
908	7996
909	8183
910	8089
911	8109
912	7847
913	7700
914	7979
915	8007
916	8083
917	7957
918	7764
919	7886
920	7812
921	8095
922	8101
923	8063
924	7702
925	7593
926	7649
927	7701
928	7726
929	7819
930	7730
931	7682
932	7579
933	7809
934	7796
935	7904
936	7838
937	7730
938	7648
939	7619
940	7748
941	7988
942	7847
943	7705
944	7762
945	7767
946	7893
947	8215
948	8183
949	8041
950	7906
951	7884
952	8016
953	7959
954	8008
955	7982
956	7887
957	7755
958	7858
959	7890
960	8056
961	7975
962	7876
963	7743
964	7710
965	7593
966	7764
967	7817
968	7929
969	7716
970	7705
971	8063
972	8022
973	8137
974	7998
975	7912
976	7835
977	7723
978	7943
979	7922
980	7907
981	7866
982	7870
983	7964
984	8035
985	8036
986	8153
987	8004
988	7794
989	7808
990	7909
991	7910
992	8057
993	8025
994	7857
995	7851
996	7977
997	8013
998	8005
999	7848
1000	8044
1001	8128
1002	8108
1003	8110
1004	8288
1005	8219
1006	8111
1007	8075
1008	8083
1009	8110
1010	8348
1011	8521
1012	8390
1013	8317
1014	8261
1015	8415
1016	8196
1017	8323
1018	8340
1019	8501
1020	8516
1021	8620
1022	8604
1023	8626
1024	8687
1025	8521
1026	8518
1027	8390
1028	8266
1029	8348
1030	8485
1031	8564
1032	8467
1033	8578
1034	8712
1035	8405
1036	8556
1037	8371
1038	8392
1039	8351
1040	8549
1041	8375
1042	8428
1043	8611
1044	8639
1045	8800
1046	8853
1047	8693
1048	8606
1049	8625
1050	8725
1051	8752
1052	8763
1053	8493
1054	8435
1055	8367
1056	8617
1057	8672
1058	8713
1059	8835
1060	8708
1061	8514
1062	8601
1063	8602
1064	8794
1065	8513
1066	8343
1067	8390
1068	8466
1069	8654
1070	8827
1071	8943
1072	8841
1073	8526
1074	8332
1075	8292
1076	8587
1077	8760
1078	8555
1079	8196
1080	8271
1081	8595
1082	8770
1083	8941
1084	8975
1085	8896
1086	8659
1087	8720
1088	8881
1089	8966
1090	8774
1091	8647
1092	8493
1093	8550
1094	8790
1095	8905
1096	9169
1097	9118
1098	8787
1099	8748
1100	8713
1101	8530
1102	8745
1103	8908
1104	8872
1105	8752
1106	8730
1107	8995
1108	9146
1109	9363
1110	9196
1111	8963
1112	8827
1113	8802
1114	8830
1115	8533
1116	8170
1117	8350
1118	8615
1119	8577
1120	8814
1121	9010
1122	8842
1123	8737
1124	8693
1125	8904
1126	8918
1127	9055
1128	8787
1129	8428
1130	8594
1131	8942
1132	9069
1133	9238
1134	9494
1135	9432
1136	9272
1137	9143
1138	9162
1139	9175
1140	9244
1141	9296
1142	9099
1143	8968
1144	8917
1145	9041
1146	9368
1147	9354
1148	9525
1149	9342
1150	9271
1151	9123
1152	9167
1153	9346
1154	9204
1155	9098
1156	8937
1157	9135
1158	9208
1159	9296
1160	9342
1161	9292
1162	9213
1163	9015
1164	8885
1165	9085
1166	9036
1167	9016
1168	8648
1169	8179
1170	8533
1171	9055
1172	9322
1173	9480
1174	9381
1175	9471
1176	9394
1177	9382
1178	9357
1179	9295
1180	9323
1181	9436
1182	9177
1183	9145
1184	9195
1185	9060
1186	9499
1187	9529
1188	9500
1189	9251
1190	9322
1191	9465
1192	9474
1193	9540
1194	9631
1195	9622
1196	9529
1197	9511
1198	9726
1199	9841
1200	9893
1201	9920
1202	9894
1203	9704
1204	9722
1205	9689
1206	9775
1207	9753
1208	9943
1209	9805
1210	9768
1211	9795
1212	9993
1213	10096
1214	10098
1215	10013
1216	9695
1217	9536
1218	9681
1219	9703
1220	9967
1221	9986
1222	9821
1223	9718
1224	9566
1225	9746
1226	10041
1227	10133
1228	10129
1229	9960
1230	9895
1231	9795
1232	10032
1233	10031
1234	10053
1235	9881
1236	9816
1237	9479
1238	9664
1239	9980
1240	9999
1241	9959
1242	9680
1243	9589
1244	9755
1245	9715
1246	9677
1247	9200
1248	9068
1249	9510
1250	9796
1251	9892
1252	10180
1253	10275
1254	9983
1255	9812
1256	9776
1257	9861
1258	10065
1259	10037
1260	10059
1261	9927
1262	9759
1263	9975
1264	10304
1265	10240
1266	10270
1267	9864
1268	9862
1269	9724
1270	9664
1271	9983
1272	10093
1273	9976
1274	9848
1275	9429
1276	9342
1277	10004
1278	10298
1279	10213
1280	10191
1281	9928
1282	9870
1283	9975
1284	10001
1285	10255
1286	10300
1287	10113
1288	10079
1289	10045
1290	10067
1291	9854
1292	9667
1293	9822
1294	9880
1295	9798
1296	10027
1297	9991
1298	10166
1299	10177
1300	10192
1301	10329
1302	10297
1303	10530
1304	10698
1305	10403
1306	10190
1307	10156
1308	10007
1309	10150
1310	10277
1311	10277
1312	10339
1313	10394
1314	10278
1315	10320
1316	10337
1317	10195
1318	10267
1319	10176
1320	9989
1321	10002
1322	10057
1323	10169
1324	10144
1325	10257
1326	10258
1327	10204
1328	10288
1329	10395
1330	10471
1331	10314
1332	10201
1333	10173
1334	10028
1335	10080
1336	10238
1337	10264
1338	10251
1339	10311
1340	10246
