1	2792
2	2784
3	2804
4	2759
5	2748
6	2875
7	2911
8	2810
9	2642
10	2745
11	2696
12	2748
13	2880
14	2953
15	2885
16	2886
17	2862
18	2810
19	2819
20	2802
21	2783
22	2773
23	2783
24	2903
25	2969
26	2883
27	2829
28	2807
29	2883
30	2881
31	2936
32	2876
33	2804
34	2769
35	2764
36	2846
37	2941
38	2949
39	3071
40	2977
41	2925
42	2930
43	2876
44	2787
45	2826
46	2791
47	2894
48	2948
49	3059
50	3022
51	2987
52	2920
53	2945
54	2941
55	2926
56	2954
57	2895
58	2889
59	2896
60	3061
61	3036
62	3021
63	3052
64	3034
65	2943
66	3019
67	2919
68	2935
69	2837
70	2852
71	2947
72	3104
73	3183
74	3140
75	3117
76	3041
77	2935
78	2986
79	2965
80	2894
81	2970
82	2936
83	3106
84	3205
85	3118
86	3167
87	3014
88	3034
89	3006
90	2960
91	2977
92	3031
93	3022
94	3037
95	3074
96	3172
97	3162
98	3199
99	3170
100	3082
101	2952
102	3030
103	3027
104	3044
105	3034
106	3112
107	3124
108	3241
109	3206
110	3240
111	3219
112	3071
113	3054
114	3026
115	3070
116	3158
117	3164
118	3187
119	3182
120	3243
121	3285
122	3299
123	3304
124	3112
125	3108
126	3093
127	3190
128	3216
129	3219
130	3199
131	3248
132	3291
133	3360
134	3417
135	3327
136	3173
137	3055
138	3177
139	3208
140	3185
141	3273
142	3295
143	3266
144	3368
145	3399
146	3354
147	3425
148	3187
149	3201
150	3198
151	3339
152	3379
153	3293
154	3318
155	3356
156	3466
157	3458
158	3435
159	3341
160	3265
161	3165
162	3264
163	3305
164	3352
165	3354
166	3272
167	3380
168	3469
169	3496
170	3458
171	3355
172	3345
173	3233
174	3297
175	3459
176	3528
177	3564
178	3411
179	3502
180	3538
181	3586
182	3585
183	3383
184	3404
185	3384
186	3401
187	3481
188	3490
189	3469
190	3512
191	3486
192	3606
193	3677
194	3616
195	3532
196	3442
197	3461
198	3472
199	3505
200	3604
201	3687
202	3618
203	3640
204	3619
205	3657
206	3622
207	3462
208	3473
209	3513
210	3604
211	3660
212	3605
213	3566
214	3628
215	3664
216	3740
217	3685
218	3644
219	3638
220	3585
221	3511
222	3590
223	3681
224	3716
225	3695
226	3749
227	3735
228	3805
229	3785
230	3709
231	3675
232	3607
233	3646
234	3628
235	3639
236	3744
237	3776
238	3683
239	3818
240	3783
241	3907
242	3831
243	3786
244	3782
245	3731
246	3703
247	3800
248	3756
249	3904
250	3913
251	3861
252	3944
253	3941
254	3943
255	3869
256	3879
257	3743
258	3753
259	3818
260	3838
261	3936
262	3852
263	3882
264	3872
265	3846
266	3944
267	4015
268	3845
269	3857
270	3829
271	3803
272	3812
273	3979
274	3947
275	4006
276	3911
277	4018
278	3972
279	4095
280	3941
281	3918
282	3823
283	3827
284	3966
285	4025
286	4108
287	4121
288	4047
289	3990
290	4011
291	4010
292	4113
293	3982
294	3896
295	3937
296	4017
297	4124
298	4116
299	4166
300	4090
301	4051
302	4111
303	4097
304	4076
305	3930
306	3935
307	3980
308	3949
309	4222
310	4162
311	4121
312	4090
313	4113
314	4080
315	4100
316	4185
317	4053
318	3989
319	4012
320	4058
321	4180
322	4189
323	4128
324	4276
325	4194
326	4175
327	4240
328	4146
329	4042
330	3947
331	3967
332	4080
333	4147
334	4247
335	4275
336	4157
337	4126
338	4132
339	4134
340	4061
341	4034
342	4036
343	4011
344	4145
345	4213
346	4259
347	4316
348	4216
349	4197
350	4218
351	4245
352	4196
353	4119
354	3938
355	4041
356	4047
357	4196
358	4292
359	4399
360	4341
361	4317
362	4231
363	4240
364	4146
365	4132
366	4166
367	4252
368	4381
369	4417
370	4471
371	4463
372	4443
373	4458
374	4369
375	4397
376	4424
377	4312
378	4316
379	4246
380	4301
381	4421
382	4585
383	4602
384	4573
385	4533
386	4419
387	4365
388	4328
389	4241
390	4261
391	4336
392	4386
393	4535
394	4643
395	4693
396	4725
397	4541
398	4443
399	4350
400	4339
401	4385
402	4464
403	4501
404	4541
405	4500
406	4500
407	4654
408	4663
409	4699
410	4605
411	4471
412	4411
413	4452
414	4526
415	4497
416	4484
417	4563
418	4618
419	4725
420	4737
421	4805
422	4548
423	4490
424	4445
425	4426
426	4574
427	4571
428	4593
429	4586
430	4661
431	4678
432	4777
433	4677
434	4701
435	4491
436	4478
437	4598
438	4629
439	4759
440	4610
441	4578
442	4671
443	4753
444	4894
445	4837
446	4697
447	4558
448	4408
449	4580
450	4528
451	4687
452	4773
453	4656
454	4639
455	4742
456	4815
457	4903
458	4738
459	4660
460	4516
461	4548
462	4652
463	4879
464	4872
465	4849
466	4811
467	4799
468	4960
469	4982
470	4875
471	4797
472	4691
473	4620
474	4738
475	4930
476	4883
477	4780
478	4744
479	4791
480	4877
481	4944
482	4899
483	4717
484	4632
485	4673
486	4704
487	4854
488	4843
489	4787
490	4901
491	4866
492	4963
493	4983
494	4910
495	4783
496	4738
497	4767
498	4711
499	4765
500	4918
501	4995
502	4809
503	4849
504	4877
505	4947
506	5020
507	4932
508	4798
509	4798
510	4764
511	4851
512	4949
513	5089
514	5012
515	5001
516	5040
517	5062
518	5010
519	4976
520	5005
521	4887
522	4957
523	4932
524	5059
525	5017
526	4998
527	4955
528	5022
529	5180
530	5055
531	5061
532	5011
533	4924
534	4931
535	4846
536	4974
537	4994
538	4975
539	5015
540	5099
541	5032
542	5103
543	5152
544	5183
545	5030
546	5004
547	4978
548	4987
549	5039
550	5057
551	5112
552	5126
553	5088
554	5105
555	5116
556	5186
557	5107
558	5043
559	5042
560	4942
561	5015
562	5132
563	5144
564	5070
565	5126
566	5125
567	5065
568	5186
569	5142
570	5104
571	5081
572	5115
573	5024
574	5041
575	5252
576	5201
577	5154
578	5118
579	5179
580	5139
581	5192
582	5154
583	5141
584	4954
585	5032
586	5097
587	5262
588	5308
589	5228
590	5172
591	5135
592	5218
593	5290
594	5226
595	5163
596	5021
597	5068
598	5129
599	5317
600	5250
601	5244
602	5183
603	5121
604	5226
605	5298
606	5386
607	5236
608	5103
609	5131
610	5119
611	5281
612	5473
613	5458
614	5351
615	5374
616	5255
